bowler,batsman,times
JR Hazlewood,RV Uthappa,1
CJ Jordan,BA Stokes,1
M Ashwin,RV Uthappa,1
Ravi Bishnoi,SV Samson,2
JL Pattinson,RV Uthappa,1
JL Pattinson,SPD Smith,1
A Nortje,JC Buttler,1
R Ashwin,SPD Smith,1
TU Deshpande,BA Stokes,1
AR Patel,R Parag,2
A Nortje,RV Uthappa,1
TU Deshpande,S Gopal,1
Mohammed Shami,BA Stokes,1
Arshdeep Singh,M Vohra,1
JA Richardson,JC Buttler,1
Arshdeep Singh,S Dube,1
Mohammed Shami,R Parag,3
RP Meredith,R Tewatia,1
Arshdeep Singh,SV Samson,1
CR Woakes,M Vohra,1
Avesh Khan,S Dube,1
Avesh Khan,R Parag,1
Avesh Khan,DA Miller,1
SM Curran,M Vohra,1
RA Jadeja,JC Buttler,2
RA Jadeja,S Dube,1
MM Ali,DA Miller,1
MM Ali,R Parag,1
MM Ali,CH Morris,1
DJ Bravo,R Tewatia,1
SN Thakur,JD Unadkat,1
Mohammed Siraj,JC Buttler,2
KA Jamieson,M Vohra,1
Mohammed Siraj,DA Miller,1
Washington Sundar,SV Samson,1
HV Patel,R Parag,3
KW Richardson,S Dube,1
Mohammed Siraj,R Tewatia,1
HV Patel,CH Morris,2
HV Patel,C Sakariya,2
Shivam Mavi,YBK Jaiswal,1
CV Varun,S Dube,1
M Prasidh Krishna,R Tewatia,1
RD Chahar,YBK Jaiswal,1
JJ Bumrah,S Dube,1
Rashid Khan,YBK Jaiswal,2
V Shankar,SV Samson,1
Sandeep Sharma,JC Buttler,1
SN Thakur,E Lewis,1
KM Asif,YBK Jaiswal,1
SN Thakur,SV Samson,1
NM Coulter-Nile,YBK Jaiswal,1
JJ Bumrah,E Lewis,1
JDS Neesham,SV Samson,1
JDS Neesham,S Dube,1
NM Coulter-Nile,GD Phillips,1
JDS Neesham,R Tewatia,1
NM Coulter-Nile,DA Miller,1
NM Coulter-Nile,C Sakariya,1
Avesh Khan,LS Livingstone,1
A Nortje,YBK Jaiswal,1
R Ashwin,DA Miller,1
K Rabada,MK Lomror,1
A Nortje,R Tewatia,1
B Kumar,E Lewis,1
Sandeep Sharma,YBK Jaiswal,1
S Kaul,R Parag,1
DT Christian,YBK Jaiswal,1
GHS Garton,E Lewis,1
Shahbaz Ahmed,SV Samson,1
Shahbaz Ahmed,R Tewatia,1
YS Chahal,LS Livingstone,1
Shakib Al Hasan,YBK Jaiswal,1
LH Ferguson,LS Livingstone,1
LH Ferguson,Anuj Rawat,1
Shivam Mavi,GD Phillips,1
Shivam Mavi,S Dube,1
CV Varun,CH Morris,1
LH Ferguson,JD Unadkat,1
SP Narine,C Sakariya,1
Shivam Mavi,R Tewatia,1
Arshdeep Singh,E Lewis,1
IC Porel,SV Samson,1
Arshdeep Singh,LS Livingstone,1
Harpreet Brar,YBK Jaiswal,1
Arshdeep Singh,MK Lomror,1
Mohammed Shami,CH Morris,1
Arshdeep Singh,C Sakariya,1
Arshdeep Singh,Kartik Tyagi,1
R Shepherd,YBK Jaiswal,1
Umran Malik,JC Buttler,1
Umran Malik,D Padikkal,2
B Kumar,SV Samson,4
T Natarajan,SO Hetmyer,2
T Natarajan,R Parag,2
JJ Bumrah,YBK Jaiswal,1
TS Mills,D Padikkal,1
KA Pollard,SV Samson,1
JJ Bumrah,SO Hetmyer,1
JJ Bumrah,R Ashwin,1
TS Mills,Navdeep Saini,1
TS Mills,R Parag,1
DJ Willey,YBK Jaiswal,1
HV Patel,D Padikkal,1
PWH de Silva,SV Samson,3
Avesh Khan,JC Buttler,2
K Gowtham,D Padikkal,1
K Gowtham,HE van der Dussen,1
Avesh Khan,R Ashwin,1
Yash Dayal,D Padikkal,1
LH Ferguson,R Ashwin,1
LH Ferguson,JC Buttler,1
LH Ferguson,SV Samson,1
Yash Dayal,HE van der Dussen,1
Mohammed Shami,SO Hetmyer,2
LH Ferguson,R Parag,1
HH Pandya,JDS Neesham,1
Yash Dayal,YS Chahal,1
SP Narine,D Padikkal,1
AD Russell,SV Samson,2
PJ Cummins,JC Buttler,1
SP Narine,R Parag,1
Shivam Mavi,KK Nair,1
KK Ahmed,D Padikkal,1
Mustafizur Rahman,JC Buttler,1
Mohammed Siraj,D Padikkal,1
Mohammed Siraj,R Ashwin,1
JR Hazlewood,JC Buttler,1
JR Hazlewood,DJ Mitchell,1
PWH de Silva,SO Hetmyer,1
HV Patel,TA Boult,2
JR Hazlewood,M Prasidh Krishna,1
HR Shokeen,D Padikkal,1
K Kartikeya,SV Samson,1
DR Sams,DJ Mitchell,1
HR Shokeen,JC Buttler,1
RP Meredith,R Parag,1
RP Meredith,R Ashwin,1
UT Yadav,D Padikkal,1
TG Southee,JC Buttler,1
AS Roy,KK Nair,1
TG Southee,R Parag,1
K Rabada,JC Buttler,2
R Dhawan,SV Samson,1
Arshdeep Singh,YBK Jaiswal,2
Arshdeep Singh,D Padikkal,2
C Sakariya,JC Buttler,1
MR Marsh,YBK Jaiswal,1
MR Marsh,R Ashwin,1
A Nortje,SV Samson,1
C Sakariya,R Parag,1
A Nortje,D Padikkal,1
A Badoni,YBK Jaiswal,1
Ravi Bishnoi,D Padikkal,1
Ravi Bishnoi,R Parag,1
Ravi Bishnoi,JDS Neesham,1
Simarjeet Singh,JC Buttler,2
MM Ali,D Padikkal,1
PH Solanki,YBK Jaiswal,1
PH Solanki,SO Hetmyer,1
Yash Dayal,YBK Jaiswal,2
R Sai Kishore,SV Samson,1
HH Pandya,D Padikkal,1
Yash Dayal,JC Buttler,1
Yash Dayal,R Parag,2
JR Hazlewood,YBK Jaiswal,1
JR Hazlewood,D Padikkal,1
Rashid Khan,D Padikkal,2
HH Pandya,JC Buttler,2
HH Pandya,SO Hetmyer,1
R Sai Kishore,R Ashwin,1
R Sai Kishore,TA Boult,1
Mohammed Shami,OC McCoy,1
Fazalhaq Farooqi,JC Buttler,1
Fazalhaq Farooqi,YBK Jaiswal,1
T Natarajan,SV Samson,1
Arshdeep Singh,R Ashwin,2
NT Ellis,JC Buttler,1
NT Ellis,SV Samson,2
NT Ellis,R Parag,1
NT Ellis,D Padikkal,1
SM Curran,SO Hetmyer,2
Mukesh Kumar,YBK Jaiswal,2
Kuldeep Yadav,SV Samson,1
R Powell,R Parag,1
Mukesh Kumar,JC Buttler,1
TU Deshpande,YBK Jaiswal,2
RA Jadeja,D Padikkal,1
RA Jadeja,SV Samson,2
Akash Singh,R Ashwin,1
MM Ali,JC Buttler,1
Akash Singh,Dhruv Jurel,1
TU Deshpande,JO Holder,1
TU Deshpande,A Zampa,1
HH Pandya,YBK Jaiswal,1
Rashid Khan,R Parag,2
Noor Ahmad,SV Samson,1
Mohammed Shami,Dhruv Jurel,1
Mohammed Shami,R Ashwin,1
MP Stoinis,JC Buttler,1
Avesh Khan,SO Hetmyer,1
Avesh Khan,D Padikkal,1
Avesh Khan,Dhruv Jurel,1
DJ Willey,D Padikkal,1
HV Patel,YBK Jaiswal,1
HV Patel,SV Samson,2
DJ Willey,SO Hetmyer,1
HV Patel,R Ashwin,1
TU Deshpande,SV Samson,1
M Theekshana,SO Hetmyer,1
M Pathirana,Dhruv Jurel,1
PP Chawla,JC Buttler,2
Arshad Khan,SV Samson,1
PP Chawla,D Padikkal,1
JC Archer,JO Holder,1
Arshad Khan,SO Hetmyer,1
RP Meredith,Dhruv Jurel,1
Arshad Khan,YBK Jaiswal,1
J Little,SV Samson,1
Rashid Khan,R Ashwin,1
Noor Ahmad,D Padikkal,1
Noor Ahmad,Dhruv Jurel,1
Rashid Khan,SO Hetmyer,1
Mohammed Shami,TA Boult,1
MM Sharma,A Zampa,1
M Jansen,YBK Jaiswal,1
B Kumar,JC Buttler,2
Harshit Rana,JC Buttler,1
Mohammed Siraj,YBK Jaiswal,1
WD Parnell,JC Buttler,1
WD Parnell,SV Samson,2
MG Bracewell,D Padikkal,1
WD Parnell,JE Root,1
MG Bracewell,Dhruv Jurel,1
KV Sharma,R Ashwin,1
GJ Maxwell,SO Hetmyer,1
KV Sharma,A Zampa,1
KV Sharma,KM Asif,1
NT Ellis,YBK Jaiswal,1
Naveen-ul-Haq,JC Buttler,1
Mohsin Khan,YBK Jaiswal,1
Naveen-ul-Haq,R Parag,1
Ravi Bishnoi,SO Hetmyer,1
KK Ahmed,SV Samson,1
AR Patel,R Ashwin,1
A Nortje,Dhruv Jurel,1
KT Maphaka,YBK Jaiswal,1
Akash Madhwal,SV Samson,1
Akash Madhwal,JC Buttler,1
Akash Madhwal,R Ashwin,1
RJW Topley,YBK Jaiswal,1
Mohammed Siraj,SV Samson,1
RJW Topley,Dhruv Jurel,1
UT Yadav,YBK Jaiswal,1
MM Sharma,R Parag,1
LS Livingstone,Tanush Kotian,1
K Rabada,YBK Jaiswal,1
Arshdeep Singh,R Parag,1
HV Patel,Dhruv Jurel,1
SM Curran,R Powell,1
SM Curran,KA Maharaj,1
VG Arora,YBK Jaiswal,1
Harshit Rana,SV Samson,1
Harshit Rana,R Parag,1
SP Narine,Dhruv Jurel,1
CV Varun,R Ashwin,1
CV Varun,SO Hetmyer,1
SP Narine,R Powell,1
MA Starc,TA Boult,1
Yash Thakur,JC Buttler,1
A Mishra,R Parag,1
T Natarajan,YBK Jaiswal,1
PJ Cummins,Dhruv Jurel,1
B Kumar,R Powell,1
KK Ahmed,YBK Jaiswal,1
AR Patel,JC Buttler,1
Rasikh Salam,R Parag,1
Mukesh Kumar,SV Samson,1
KK Ahmed,SB Dubey,1
Kuldeep Yadav,D Ferreira,1
Kuldeep Yadav,R Ashwin,1
Mukesh Kumar,R Powell,1
Simarjeet Singh,YBK Jaiswal,1
Simarjeet Singh,SV Samson,1
TU Deshpande,Dhruv Jurel,1
TU Deshpande,SB Dubey,1
SM Curran,YBK Jaiswal,1
RD Chahar,T Kohler-Cadmore,1
SM Curran,Dhruv Jurel,1
RD Chahar,R Powell,1
HV Patel,D Ferreira,1
LH Ferguson,T Kohler-Cadmore,1
C Green,YBK Jaiswal,1
KV Sharma,SV Samson,2
C Green,Dhruv Jurel,1
Mohammed Siraj,R Parag,1
Mohammed Siraj,SO Hetmyer,1
PJ Cummins,T Kohler-Cadmore,1
Shahbaz Ahmed,YBK Jaiswal,1
Abhishek Sharma,SV Samson,1
Shahbaz Ahmed,R Parag,1
Shahbaz Ahmed,R Ashwin,1
Abhishek Sharma,SO Hetmyer,1
T Natarajan,R Powell,1
GD McGrath,T Kohli,1
B Geeves,YK Pathan,1
R Bhatia,SR Watson,1
MF Maharoof,DS Lehmann,1
R Bhatia,M Kaif,1
R Bhatia,M Rawat,1
DL Vettori,RA Jadeja,1
MF Maharoof,SK Warne,2
S Sreesanth,M Kaif,2
B Lee,YK Pathan,1
JR Hopes,Kamran Akmal,1
IK Pathan,DS Lehmann,1
WPUJC Vaas,Kamran Akmal,1
D Kalyankrishna,YK Pathan,1
Shahid Afridi,SR Watson,1
Shahid Afridi,M Kaif,1
Shahid Afridi,GC Smith,1
RP Singh,RA Jadeja,1
RP Singh,D Salunkhe,1
P Kumar,M Rawat,1
Z Khan,YK Pathan,1
SB Joshi,GC Smith,1
I Sharma,GC Smith,1
AB Agarkar,M Kaif,1
Umar Gul,SA Asnodkar,1
Umar Gul,SR Watson,1
LR Shukla,RA Jadeja,1
Umar Gul,YK Pathan,1
Umar Gul,SK Warne,1
S Vidyut,SA Asnodkar,1
M Muralitharan,YK Pathan,1
SM Pollock,GC Smith,1
A Nehra,YK Pathan,1
DJ Bravo,SR Watson,3
RR Raje,M Kaif,2
DS Kulkarni,RA Jadeja,1
DS Kulkarni,SK Warne,1
RR Raje,SA Asnodkar,1
A Nehra,Sohail Tanvir,1
A Nehra,M Rawat,1
DJ Bravo,SK Trivedi,1
PP Ojha,YK Pathan,2
RP Singh,GC Smith,1
MF Maharoof,YK Pathan,3
GD McGrath,M Kaif,1
A Mishra,GC Smith,1
A Mishra,RA Jadeja,2
V Sehwag,AD Mascarenhas,1
MF Maharoof,SR Watson,1
IK Pathan,Younis Khan,1
PP Chawla,Niraj Patel,1
PP Chawla,SR Watson,3
PP Chawla,Kamran Akmal,1
JR Hopes,YK Pathan,1
JR Hopes,D Salunkhe,1
A Kumble,SA Asnodkar,1
I Sharma,SA Asnodkar,1
Umar Gul,Sohail Tanvir,1
Umar Gul,GC Smith,1
SC Ganguly,SR Watson,1
SK Raina,SA Asnodkar,1
SK Raina,GC Smith,1
JA Morkel,YK Pathan,3
JA Morkel,M Kaif,1
M Ntini,T Kohli,1
A Nehra,Kamran Akmal,1
CRD Fernando,YK Pathan,1
CRD Fernando,SA Asnodkar,1
RR Raje,SR Watson,1
MF Maharoof,GC Smith,1
MF Maharoof,SA Asnodkar,1
MF Maharoof,Sohail Tanvir,1
A Mishra,M Kaif,1
A Mishra,SR Watson,2
VY Mahesh,RA Jadeja,1
VY Mahesh,SK Warne,1
Mohammad Asif,M Rawat,1
Mohammad Asif,YK Pathan,1
MS Gony,Niraj Patel,1
JA Morkel,SA Asnodkar,2
JA Morkel,Kamran Akmal,1
M Muralitharan,SR Watson,1
M Muralitharan,M Kaif,1
JA Morkel,RA Jadeja,1
P Kumar,SA Asnodkar,2
P Kumar,GC Smith,1
JD Ryder,Niraj Patel,1
JD Ryder,T Henderson,1
JD Ryder,AD Mascarenhas,1
A Kumble,YK Pathan,2
A Kumble,RA Jadeja,1
A Kumble,SK Warne,2
A Kumble,MM Patel,2
A Kumble,Kamran Khan,1
Anureet Singh,PC Valthaty,1
I Sharma,RJ Quiney,1
BAW Mendis,GC Smith,1
BAW Mendis,YK Pathan,1
I Sharma,RA Jadeja,1
Anureet Singh,AD Mascarenhas,1
IK Pathan,SA Asnodkar,1
IK Pathan,GC Smith,1
YA Abdulla,RJ Quiney,1
YA Abdulla,AD Mascarenhas,1
PP Chawla,YK Pathan,2
PP Chawla,AS Raut,1
YA Abdulla,RA Jadeja,1
A Nehra,RJ Quiney,2
PJ Sangwan,SA Asnodkar,1
A Mishra,PC Valthaty,1
A Mishra,SK Warne,3
JA Morkel,GC Smith,1
SK Raina,RJ Quiney,1
L Balaji,YK Pathan,1
JDP Oram,AD Mascarenhas,1
L Balaji,RA Jadeja,2
L Balaji,SK Warne,1
JDP Oram,MM Patel,1
L Balaji,SK Trivedi,1
FH Edwards,GC Smith,1
FH Edwards,SA Asnodkar,1
RP Singh,NV Ojha,2
Y Venugopal Rao,RA Jadeja,1
Y Venugopal Rao,LA Carseldine,1
PP Ojha,SK Warne,1
RP Singh,YK Pathan,1
RR Powar,GC Smith,1
PP Chawla,NV Ojha,1
IK Pathan,RA Jadeja,1
JH Kallis,GC Smith,1
A Kumble,LA Carseldine,1
D du Preez,YK Pathan,1
JA Morkel,NV Ojha,1
M Muralitharan,SA Asnodkar,1
M Muralitharan,GC Smith,1
SB Jakati,YK Pathan,2
SK Raina,LA Carseldine,1
SB Jakati,AS Raut,1
WPUJC Vaas,GC Smith,1
WPUJC Vaas,LA Carseldine,1
PP Ojha,NV Ojha,2
RG Sharma,SA Asnodkar,1
RG Sharma,AS Raut,1
RG Sharma,M Morkel,1
RG Sharma,SK Warne,1
RP Singh,SK Trivedi,1
PP Ojha,MM Patel,1
Harbhajan Singh,GC Smith,1
C Nanda,YK Pathan,1
SL Malinga,RJ Quiney,1
DJ Bravo,SD Chitnis,1
ST Jayasuriya,RA Jadeja,1
ST Jayasuriya,NV Ojha,1
ST Jayasuriya,SK Warne,1
DP Nannes,GC Smith,1
AM Salvi,NV Ojha,1
AM Salvi,RA Jadeja,1
MF Maharoof,J Botha,1
A Mishra,AS Raut,1
A Mishra,A Singh,1
CK Langeveldt,RJ Quiney,1
AB Dinda,SA Asnodkar,1
CK Langeveldt,NV Ojha,1
AB Agarkar,J Botha,1
CK Langeveldt,Niraj Patel,1
LR Shukla,YK Pathan,1
AB Agarkar,T Henderson,1
SS Sarkar,RA Jadeja,1
AB Agarkar,SK Warne,1
Z Khan,SA Asnodkar,1
AG Murtaza,NV Ojha,1
R Sathish,GC Smith,1
SL Malinga,AA Jhunjhunwala,1
R Sathish,YK Pathan,1
SL Malinga,P Dogra,1
SL Malinga,A Uniyal,1
DP Nannes,SA Asnodkar,1
A Mishra,NV Ojha,2
PJ Sangwan,GC Smith,1
A Mishra,P Dogra,1
DP Nannes,AD Mascarenhas,1
JH Kallis,NV Ojha,1
A Kumble,MJ Lumb,1
JH Kallis,AA Jhunjhunwala,1
P Kumar,DR Martyn,1
P Kumar,S Narwal,1
P Kumar,P Dogra,1
A Kumble,M Morkel,1
AB Dinda,MJ Lumb,1
SE Bond,FY Fazal,1
M Kartik,NV Ojha,1
AB Dinda,YK Pathan,1
I Sharma,AA Jhunjhunwala,1
I Sharma,P Dogra,1
SE Bond,SK Warne,1
S Sreesanth,NV Ojha,1
PP Chawla,MJ Lumb,1
SJ Srivastava,YK Pathan,1
IK Pathan,FY Fazal,1
IK Pathan,P Dogra,1
A Symonds,MJ Lumb,1
JA Morkel,MJ Lumb,2
SB Jakati,FY Fazal,1
T Thushara,NV Ojha,1
JA Morkel,AC Voges,1
T Thushara,P Dogra,1
T Thushara,AA Jhunjhunwala,1
T Thushara,SK Warne,1
MF Maharoof,MJ Lumb,1
MF Maharoof,FY Fazal,1
MF Maharoof,AA Jhunjhunwala,1
A Mishra,YK Pathan,1
A Mishra,AC Voges,1
PD Collingwood,S Narwal,1
S Ladda,P Dogra,1
V Sehwag,SW Tait,1
DE Bollinger,SR Watson,1
M Muralitharan,FY Fazal,1
DE Bollinger,AA Jhunjhunwala,1
RP Singh,MJ Lumb,1
PP Ojha,FY Fazal,1
RJ Harris,YK Pathan,1
Harmeet Singh,AA Jhunjhunwala,1
Harmeet Singh,AS Raut,1
RP Singh,SR Watson,2
Harmeet Singh,SK Warne,1
RJ Harris,AP Dole,1
DR Smith,SK Trivedi,1
RS Bopara,MJ Lumb,1
DS Kulkarni,MJ Lumb,1
Z Khan,NV Ojha,1
Z Khan,SR Watson,1
Harbhajan Singh,FY Fazal,1
Harbhajan Singh,AA Jhunjhunwala,1
KA Pollard,YK Pathan,1
Z Khan,AC Voges,1
Harbhajan Singh,AP Dole,1
R Vinay Kumar,MJ Lumb,1
R Vinay Kumar,AG Paunikar,1
Pankaj Singh,NV Ojha,1
JH Kallis,SR Watson,1
Pankaj Singh,AA Jhunjhunwala,1
DW Steyn,YK Pathan,1
LR Shukla,SR Watson,1
JD Unadkat,NV Ojha,1
JD Unadkat,YK Pathan,1
AB Dinda,AC Voges,1
SE Bond,AJ Finch,1
JD Unadkat,AS Raut,1
M Kartik,P Dogra,1
AB Dinda,FY Fazal,1
AB Dinda,SK Trivedi,1
DW Steyn,AG Paunikar,1
DW Steyn,R Dravid,1
AB Dinda,AG Paunikar,1
RE van der Merwe,R Dravid,1
IK Pathan,AL Menaria,1
M Morkel,AM Rahane,1
Shakib Al Hasan,AG Paunikar,1
YK Pathan,R Dravid,1
YK Pathan,AL Menaria,2
Shakib Al Hasan,SR Watson,1
L Balaji,SR Watson,1
Iqbal Abdulla,AG Paunikar,1
Iqbal Abdulla,FY Fazal,1
R Bhatia,AS Raut,1
YK Pathan,LRPL Taylor,1
L Balaji,AM Rahane,1
L Balaji,AL Menaria,1
Shakib Al Hasan,A Singh,1
Shakib Al Hasan,SW Tait,1
B Lee,SK Trivedi,1
RJ Harris,R Dravid,2
P Kumar,SR Watson,1
PP Chawla,LRPL Taylor,1
R McLaren,STR Binny,1
BA Bhatt,AL Menaria,1
BA Bhatt,AS Raut,1
NLTC Perera,R Dravid,2
RA Jadeja,SR Watson,4
MM Patel,R Dravid,2
SL Malinga,SR Watson,1
MM Patel,J Botha,1
AC Thomas,SR Watson,1
R Sharma,R Dravid,1
R Sharma,J Botha,1
R Sharma,AL Menaria,1
SB Jakati,SR Watson,1
R Ashwin,AL Menaria,2
SB Jakati,J Botha,1
S Randiv,R Dravid,1
JA Morkel,AM Rahane,1
JA Morkel,LRPL Taylor,2
DE Bollinger,R Dravid,1
R Ashwin,SR Watson,1
DJ Bravo,AM Rahane,1
R Ashwin,AS Raut,1
DE Bollinger,DH Yagnik,1
DE Bollinger,J Botha,1
SK Raina,A Singh,1
SK Raina,SK Warne,1
S Aravind,SR Watson,2
S Aravind,R Dravid,1
AA Kazi,AM Rahane,1
S Aravind,J Botha,1
CK Langeveldt,LRPL Taylor,1
CH Gayle,AL Menaria,1
RP Singh,FY Fazal,1
S Sreesanth,R Dravid,1
S Sreesanth,AM Rahane,1
P Parameswaran,SR Watson,1
BJ Hodge,PR Shah,1
BJ Hodge,JDP Oram,1
