bowler,batsman,times
Iqbal Abdulla,AJ Finch,1
SR Watson,SK Raina,1
SR Watson,ER Dwivedi,1
SR Watson,DJ Bravo,1
B Kumar,ER Dwivedi,1
TA Boult,SK Raina,1
Bipul Sharma,KD Karthik,1
BCJ Cutting,DR Smith,1
BCJ Cutting,AJ Finch,1
B Kumar,DJ Bravo,1
