bowler,batsman,times
AB Dinda,AT Rayudu,4
DW Steyn,SR Tendulkar,1
DW Steyn,S Dhawan,1
KP Pietersen,AM Nayar,1
A Kumble,JP Duminy,1
DW Steyn,AT Rayudu,1
DE Bollinger,S Dhawan,1
SK Raina,AM Nayar,1
SK Raina,Harbhajan Singh,1
SB Jakati,SR Tendulkar,2
M Muralitharan,JP Duminy,1
JA Morkel,AT Rayudu,1
JA Morkel,KA Pollard,1
DE Bollinger,Z Khan,1
M Morkel,DJ Jacobs,1
IK Pathan,AT Rayudu,2
DP Nannes,DJ Jacobs,1
RV Gomez,DJ Jacobs,1
SB Wagh,JEC Franklin,1
AC Thomas,AT Rayudu,1
JA Morkel,R Sathish,1
DE Bollinger,SR Tendulkar,2
S Randiv,AT Rayudu,1
DE Bollinger,RG Sharma,2
I Sharma,DJ Jacobs,1
A Mishra,AT Rayudu,3
PP Ojha,KA Pollard,1
A Singh,DJ Jacobs,1
AL Menaria,SR Tendulkar,1
AL Menaria,AT Rayudu,1
SK Warne,RG Sharma,2
J Botha,KA Pollard,1
J Botha,A Symonds,1
J Botha,R Sathish,1
A Singh,SL Malinga,1
Bipul Sharma,DJ Jacobs,1
RJ Harris,SR Tendulkar,1
PP Chawla,KA Pollard,1
RJ Harris,RG Sharma,1
AC Thomas,AC Blizzard,1
Yuvraj Singh,SR Tendulkar,1
Yuvraj Singh,AT Rayudu,1
R Sharma,RG Sharma,1
R Sharma,TL Suman,1
JE Taylor,A Symonds,1
JE Taylor,KA Pollard,1
S Nadeem,AC Blizzard,1
M Morkel,RG Sharma,2
JR Hopes,AT Rayudu,1
P Kumar,SR Tendulkar,2
Bipul Sharma,RG Sharma,2
P Kumar,AC Blizzard,1
Bipul Sharma,A Symonds,1
RJ Harris,TL Suman,1
BA Bhatt,Harbhajan Singh,1
BA Bhatt,KA Pollard,1
BA Bhatt,DS Kulkarni,1
BA Bhatt,MM Patel,1
JP Duminy,AC Blizzard,1
I Sharma,AT Rayudu,1
A Mishra,A Symonds,1
Anand Rajan,TL Suman,1
Anand Rajan,SR Tendulkar,1
Anand Rajan,KA Pollard,1
Anand Rajan,SL Malinga,1
SR Watson,TL Suman,1
A Singh,SR Tendulkar,1
SR Watson,KA Pollard,1
Iqbal Abdulla,TL Suman,1
R Bhatia,Harbhajan Singh,1
R Bhatia,RG Sharma,1
L Balaji,KA Pollard,1
B Lee,AC Blizzard,1
JH Kallis,RG Sharma,1
Shakib Al Hasan,KA Pollard,1
Shakib Al Hasan,TL Suman,1
S Aravind,AC Blizzard,1
S Aravind,Harbhajan Singh,1
J Syed Mohammad,SR Tendulkar,1
DL Vettori,RG Sharma,1
DL Vettori,AT Rayudu,1
DL Vettori,KA Pollard,1
Z Khan,JEC Franklin,1
J Syed Mohammad,SL Malinga,1
DJ Bravo,RE Levi,1
M Kartik,RE Levi,1
AB Dinda,RG Sharma,1
M Kartik,KD Karthik,1
MN Samuels,SA Yadav,1
R Sharma,KA Pollard,1
AB Dinda,JEC Franklin,1
WD Parnell,SL Malinga,2
AB Dinda,Harbhajan Singh,2
DW Steyn,TL Suman,1
DW Steyn,RE Levi,2
DW Steyn,KD Karthik,2
A Singh,TL Suman,1
GB Hogg,RG Sharma,1
GB Hogg,RE Levi,1
AA Chavan,KA Pollard,1
KK Cooper,KD Karthik,2
A Singh,JEC Franklin,1
S Nadeem,DJ Jacobs,1
S Nadeem,RE Levi,1
AB Agarkar,AT Rayudu,1
UT Yadav,KA Pollard,1
AB Agarkar,RG Sharma,1
UT Yadav,KD Karthik,2
IK Pathan,CJ McKay,1
M Morkel,RP Singh,1
M Morkel,Harbhajan Singh,1
AB Agarkar,PP Ojha,1
P Awana,RG Sharma,2
PP Chawla,KD Karthik,3
P Awana,KA Pollard,2
P Kumar,JEC Franklin,1
Azhar Mahmood,JEC Franklin,1
Azhar Mahmood,SR Tendulkar,1
P Awana,Harbhajan Singh,1
IK Pathan,AC Blizzard,1
M Morkel,SR Tendulkar,1
IK Pathan,RG Sharma,1
AB Agarkar,KD Karthik,1
S Nadeem,AT Rayudu,3
S Nadeem,KA Pollard,1
M Morkel,RJ Peterson,1
UT Yadav,Harbhajan Singh,1
UT Yadav,SL Malinga,1
V Pratap Singh,SR Tendulkar,1
JP Duminy,RG Sharma,1
A Ashish Reddy,JEC Franklin,1
B Kumar,JEC Franklin,1
MJ Clarke,RG Sharma,1
A Nehra,SR Tendulkar,2
A Nehra,RJ Peterson,1
B Kumar,AT Rayudu,2
A Nehra,NLTC Perera,1
WD Parnell,PP Ojha,1
BW Hilfenhaus,JEC Franklin,1
R Ashwin,SR Tendulkar,1
DJ Bravo,KD Karthik,2
RA Jadeja,AT Rayudu,1
DJ Bravo,RJ Peterson,1
DJ Bravo,Harbhajan Singh,4
BW Hilfenhaus,SL Malinga,1
R Vinay Kumar,JEC Franklin,1
R Vinay Kumar,RG Sharma,3
HV Patel,SR Tendulkar,1
HV Patel,AT Rayudu,2
M Muralitharan,KD Karthik,2
M Muralitharan,DR Smith,1
Shakib Al Hasan,SR Tendulkar,1
Z Khan,SR Tendulkar,1
R Vinay Kumar,HH Gibbs,1
HV Patel,DR Smith,1
Iqbal Abdulla,HH Gibbs,1
SP Narine,SR Tendulkar,2
L Balaji,KD Karthik,1
Shakib Al Hasan,AT Rayudu,3
JH Kallis,KA Pollard,1
JH Kallis,DR Smith,1
SP Narine,Harbhajan Singh,3
L Balaji,SL Malinga,1
SP Narine,RP Singh,1
SB Jakati,DR Smith,1
JA Morkel,KD Karthik,1
JA Morkel,RG Sharma,2
R Ashwin,AT Rayudu,4
DJ Bravo,JEC Franklin,1
BW Hilfenhaus,Harbhajan Singh,1
DJ Bravo,KA Pollard,3
RA Jadeja,SL Malinga,1
M Kartik,SR Tendulkar,1
M Kartik,RT Ponting,1
R Vinay Kumar,KD Karthik,2
DP Nannes,SR Tendulkar,1
AS Rajpoot,RT Ponting,1
DJ Bravo,RG Sharma,4
B Laughlin,AT Rayudu,1
R Ashwin,DR Smith,1
IK Pathan,RT Ponting,1
M Morkel,KD Karthik,1
A Nehra,KA Pollard,2
Yuvraj Singh,RT Ponting,1
AJ Finch,SR Tendulkar,1
MR Marsh,KD Karthik,1
A Chandila,SR Tendulkar,1
A Chandila,RT Ponting,1
SK Trivedi,RG Sharma,2
STR Binny,KA Pollard,1
JP Faulkner,KD Karthik,1
STR Binny,R Dhawan,1
STR Binny,Harbhajan Singh,1
JP Faulkner,MG Johnson,2
KK Cooper,AT Rayudu,1
JP Faulkner,SL Malinga,2
RE van der Merwe,DR Smith,1
UT Yadav,SR Tendulkar,1
SMSM Senanayake,KD Karthik,1
SP Narine,DR Smith,1
R Bhatia,KA Pollard,2
J Syed Mohammad,DR Smith,1
J Syed Mohammad,RG Sharma,1
R Vinay Kumar,KA Pollard,1
R Rampaul,Harbhajan Singh,1
MS Gony,KD Karthik,1
I Sharma,SR Tendulkar,1
I Sharma,KD Karthik,1
A Mishra,DR Smith,1
RA Jadeja,SR Tendulkar,1
DJ Bravo,DR Smith,1
RA Jadeja,KA Pollard,2
RA Jadeja,KD Karthik,2
Iqbal Abdulla,DR Smith,1
R McLaren,RG Sharma,1
R McLaren,KA Pollard,1
R McLaren,AT Rayudu,1
AB Dinda,DR Smith,1
BAW Mendis,SR Tendulkar,1
Yuvraj Singh,KD Karthik,1
KW Richardson,RG Sharma,1
I Sharma,DR Smith,1
KV Sharma,SR Tendulkar,1
KV Sharma,KD Karthik,1
KV Sharma,AT Rayudu,1
SR Watson,GJ Maxwell,1
PV Tambe,KD Karthik,1
KK Cooper,AP Tare,2
KK Cooper,KA Pollard,2
P Kumar,GJ Maxwell,1
Sandeep Sharma,AP Tare,1
P Awana,AT Rayudu,1
Sandeep Sharma,KA Pollard,1
Azhar Mahmood,R Dhawan,1
Azhar Mahmood,NM Coulter-Nile,1
AC Gilchrist,Harbhajan Singh,1
JA Morkel,AP Tare,2
RA Jadeja,DR Smith,1
DJ Bravo,MG Johnson,2
DJ Bravo,SL Malinga,2
MM Sharma,AT Rayudu,5
MM Sharma,PP Ojha,1
STR Binny,DR Smith,1
MM Sharma,DR Smith,1
CH Morris,KD Karthik,1
DJ Bravo,AT Rayudu,2
CH Morris,R Dhawan,1
SP Narine,MEK Hussey,1
Shakib Al Hasan,AP Tare,2
SP Narine,AT Rayudu,1
SP Narine,CJ Anderson,1
PP Chawla,CM Gautam,1
JA Morkel,MEK Hussey,1
VR Aaron,AP Tare,1
MA Starc,AT Rayudu,1
MA Starc,CJ Anderson,1
AB Dinda,Z Khan,1
VR Aaron,Harbhajan Singh,1
MA Starc,SL Malinga,1
BW Hilfenhaus,MEK Hussey,1
MM Sharma,AP Tare,1
MM Sharma,CJ Anderson,1
BW Hilfenhaus,RG Sharma,1
MM Sharma,KA Pollard,3
MM Sharma,Harbhajan Singh,2
WD Parnell,AP Tare,1
JD Unadkat,CJ Anderson,1
JD Unadkat,MEK Hussey,1
Mohammed Shami,CM Gautam,1
JD Unadkat,Harbhajan Singh,1
B Kumar,RG Sharma,1
DW Steyn,CJ Anderson,1
DJG Sammy,BR Dunk,1
DW Steyn,AP Tare,1
B Kumar,Harbhajan Singh,1
Sandeep Sharma,BR Dunk,1
Sandeep Sharma,AT Rayudu,2
R Dhawan,CM Gautam,1
L Balaji,RG Sharma,1
R Dhawan,CJ Anderson,1
HV Patel,BR Dunk,1
VR Aaron,CM Gautam,1
YS Chahal,CJ Anderson,1
MA Starc,KA Pollard,1
S Badree,CM Gautam,1
R Ashwin,LMP Simmons,2
IC Pandey,AP Tare,1
B Kumar,CM Gautam,1
B Kumar,LMP Simmons,1
MC Henriques,AT Rayudu,1
M Morkel,CM Gautam,1
Shakib Al Hasan,LMP Simmons,1
M Morkel,CJ Anderson,1
Ankit Sharma,LMP Simmons,2
Ankit Sharma,MEK Hussey,1
AR Patel,MEK Hussey,1
R Dhawan,AT Rayudu,1
BE Hendricks,RG Sharma,1
Imran Tahir,LMP Simmons,1
S Nadeem,MEK Hussey,1
Imran Tahir,AP Tare,1
WD Parnell,Harbhajan Singh,1
Imran Tahir,M de Lange,1
Imran Tahir,PP Ojha,1
WD Parnell,S Gopal,1
DS Kulkarni,LMP Simmons,1
KK Cooper,MEK Hussey,1
DS Kulkarni,RG Sharma,4
JP Faulkner,AT Rayudu,2
RA Jadeja,MEK Hussey,1
R Ashwin,CJ Anderson,1
RA Jadeja,LMP Simmons,2
MM Sharma,RG Sharma,1
A Nehra,AP Tare,1
MM Sharma,P Kumar,1
M Morkel,AJ Finch,1
M Morkel,AT Rayudu,1
Anureet Singh,AP Tare,1
MG Johnson,AJ Finch,1
AR Patel,CJ Anderson,1
MG Johnson,AT Rayudu,1
AR Patel,KA Pollard,1
Anureet Singh,Harbhajan Singh,1
STR Binny,AJ Finch,1
DS Kulkarni,PA Patel,2
STR Binny,RG Sharma,1
PV Tambe,UBT Chand,1
TG Southee,KA Pollard,1
CH Morris,CJ Anderson,1
A Nehra,PA Patel,2
A Nehra,CJ Anderson,1
IC Pandey,LMP Simmons,1
A Nehra,RG Sharma,2
D Wiese,PA Patel,1
YS Chahal,LMP Simmons,1
YS Chahal,UBT Chand,1
D Wiese,KA Pollard,1
D Wiese,AT Rayudu,1
D Wiese,RG Sharma,1
AN Ahmed,Harbhajan Singh,1
DJ Muthuswami,LMP Simmons,1
AD Mathews,PA Patel,2
A Mishra,UBT Chand,1
Imran Tahir,HH Pandya,1
Imran Tahir,AT Rayudu,1
Imran Tahir,MJ McClenaghan,1
AD Mathews,Harbhajan Singh,1
DW Steyn,PA Patel,1
P Kumar,UBT Chand,1
DW Steyn,LMP Simmons,1
KV Sharma,RG Sharma,1
B Kumar,R Vinay Kumar,1
TG Southee,UBT Chand,1
J Theron,KA Pollard,1
Karanveer Singh,PA Patel,1
MG Johnson,RG Sharma,1
Anureet Singh,LMP Simmons,1
Z Khan,LMP Simmons,1
NM Coulter-Nile,HH Pandya,1
NM Coulter-Nile,Harbhajan Singh,1
R Ashwin,PA Patel,1
P Negi,KA Pollard,1
S Aravind,PA Patel,2
S Aravind,KA Pollard,1
MA Starc,Harbhajan Singh,1
YS Chahal,J Suchith,1
Shakib Al Hasan,PA Patel,1
M Morkel,LMP Simmons,1
KV Sharma,LMP Simmons,1
DJ Bravo,PA Patel,1
A Nehra,HH Pandya,1
DR Smith,LMP Simmons,1
DJ Bravo,HH Pandya,1
I Sharma,LMP Simmons,1
MR Marsh,HH Pandya,1
MR Marsh,JC Buttler,1
M Ashwin,S Gopal,1
RP Singh,R Vinay Kumar,1
GB Hogg,PA Patel,1
PP Chawla,HH Pandya,1
Kuldeep Yadav,MJ McClenaghan,1
AD Russell,JC Buttler,1
DS Kulkarni,HH Pandya,1
SB Jakati,JC Buttler,1
PV Tambe,KA Pollard,1
PV Tambe,PA Patel,1
DJ Bravo,TG Southee,1
B Kumar,MJ Guptill,1
BB Sran,PA Patel,1
BB Sran,JC Buttler,1
BB Sran,AT Rayudu,1
Mustafizur Rahman,HH Pandya,2
KW Richardson,PA Patel,1
Iqbal Abdulla,AT Rayudu,1
Iqbal Abdulla,RG Sharma,1
Iqbal Abdulla,JC Buttler,1
Mohammed Shami,PA Patel,1
Z Khan,KH Pandya,1
A Mishra,JC Buttler,1
Z Khan,KA Pollard,1
CH Morris,Harbhajan Singh,1
AR Patel,AT Rayudu,1
MG Johnson,PA Patel,1
MM Sharma,HH Pandya,1
SP Narine,JC Buttler,1
AB Dinda,PA Patel,1
B Kumar,PA Patel,1
BB Sran,KH Pandya,1
MC Henriques,KA Pollard,1
Mustafizur Rahman,TG Southee,1
Mustafizur Rahman,MJ McClenaghan,1
BB Sran,JJ Bumrah,1
VR Aaron,RG Sharma,1
YS Chahal,N Rana,1
VR Aaron,AT Rayudu,1
MM Sharma,UBT Chand,1
MP Stoinis,N Rana,1
MP Stoinis,JC Buttler,1
MP Stoinis,KA Pollard,1
MM Sharma,TG Southee,1
Sandeep Sharma,MJ McClenaghan,1
Z Khan,MJ Guptill,1
CH Morris,KH Pandya,1
CH Morris,KA Pollard,1
DR Smith,MJ Guptill,1
DR Smith,KH Pandya,1
DJ Bravo,JC Buttler,1
DJ Bravo,N Rana,1
DS Kulkarni,KA Pollard,1
P Kumar,HH Pandya,1
