bowler,batsman,times
P Negi,MC Henriques,1
SK Raina,S Dhawan,1
A Nehra,NV Ojha,1
DJ Bravo,A Ashish Reddy,1
DJ Bravo,GH Vihari,1
GB Hogg,S Dhawan,1
RN ten Doeschate,EJG Morgan,1
PP Chawla,Bipul Sharma,1
GB Hogg,MC Henriques,1
J Botha,KV Sharma,1
AD Russell,P Kumar,1
SR Watson,DA Warner,2
PV Tambe,MC Henriques,1
SR Watson,EJG Morgan,1
NM Coulter-Nile,DA Warner,1
J Yadav,EJG Morgan,1
GJ Maxwell,S Dhawan,1
Gurkeerat Singh,MC Henriques,1
BE Hendricks,EJG Morgan,1
BE Hendricks,DA Warner,1
BE Hendricks,NV Ojha,1
D Wiese,S Dhawan,1
D Wiese,MC Henriques,1
MA Starc,EJG Morgan,1
MJ McClenaghan,EJG Morgan,1
J Suchith,MC Henriques,1
Harbhajan Singh,KL Rahul,1
KA Pollard,A Ashish Reddy,1
MJ McClenaghan,B Kumar,1
SL Malinga,KV Sharma,1
KA Pollard,P Kumar,1
Parvez Rasool,S Dhawan,1
YS Chahal,NV Ojha,1
AF Milne,MC Henriques,1
YS Chahal,DJ Hooda,1
SR Watson,A Ashish Reddy,1
M Morkel,S Dhawan,2
UT Yadav,MC Henriques,1
AD Russell,DJ Hooda,1
M Morkel,NV Ojha,1
UT Yadav,EJG Morgan,1
AD Russell,A Ashish Reddy,1
TG Southee,S Dhawan,1
TG Southee,MC Henriques,1
TG Southee,EJG Morgan,1
Sandeep Sharma,AP Tare,1
MM Sharma,EJG Morgan,1
AB Dinda,DA Warner,1
AB Dinda,AP Tare,1
MR Marsh,EJG Morgan,1
R Ashwin,DJ Hooda,1
MR Marsh,MC Henriques,1
AB Dinda,NV Ojha,1
AB Dinda,Bipul Sharma,1
NLTC Perera,B Kumar,1
KW Richardson,S Dhawan,1
T Shamsi,DA Warner,1
SR Watson,KS Williamson,1
KW Richardson,NV Ojha,1
SR Watson,DJ Hooda,1
DS Kulkarni,DA Warner,1
P Kumar,KS Williamson,1
DJ Bravo,MC Henriques,1
DS Kulkarni,Yuvraj Singh,1
DJ Bravo,DJ Hooda,2
Harbhajan Singh,KS Williamson,1
MJ McClenaghan,Yuvraj Singh,1
RP Singh,DA Warner,1
R Ashwin,S Dhawan,1
A Zampa,Yuvraj Singh,1
A Zampa,KS Williamson,1
A Zampa,MC Henriques,1
A Zampa,DJ Hooda,1
A Zampa,NV Ojha,1
A Zampa,B Kumar,1
J Yadav,DA Warner,1
A Mishra,Yuvraj Singh,1
Mohammed Shami,MC Henriques,1
NM Coulter-Nile,DJ Hooda,1
CH Morris,B Kumar,1
NM Coulter-Nile,NV Ojha,1
Anureet Singh,S Dhawan,1
Sandeep Sharma,DJ Hooda,1
CR Brathwaite,S Dhawan,1
A Mishra,DJ Hooda,1
CR Brathwaite,Yuvraj Singh,1
JP Duminy,MC Henriques,1
CR Brathwaite,DA Warner,1
NM Coulter-Nile,EJG Morgan,1
NM Coulter-Nile,B Kumar,1
SP Narine,DA Warner,1
SP Narine,NV Ojha,1
Shakib Al Hasan,Yuvraj Singh,1
Kuldeep Yadav,DJ Hooda,1
SP Narine,MC Henriques,1
AS Rajpoot,B Kumar,1
Kuldeep Yadav,MC Henriques,1
JO Holder,DJ Hooda,1
Kuldeep Yadav,BCJ Cutting,1
JO Holder,Yuvraj Singh,1
JO Holder,NV Ojha,1
M Morkel,B Kumar,1
DR Smith,MC Henriques,1
S Kaushik,Yuvraj Singh,1
S Kaushik,BCJ Cutting,1
DJ Bravo,NV Ojha,1
CJ Jordan,MC Henriques,1
S Aravind,DA Warner,1
S Aravind,DJ Hooda,1
CJ Jordan,Yuvraj Singh,1
SR Watson,NV Ojha,1
CJ Jordan,Bipul Sharma,1
